task,model,privacy_mechanism,epsilon,delta,seed,metric,value
high_cost,svm,none,inf,,4,demographic_parity_difference,0.09425133689839571
high_cost,svm,none,inf,,4,equalized_odds_difference,0.09269067796610164
high_cost,svm,none,inf,,4,tpr_group_female,0.90625
high_cost,svm,none,inf,,4,tpr_group_male,0.8135593220338984
high_cost,svm,none,inf,,4,fpr_group_female,0.029411764705882353
high_cost,svm,none,inf,,4,fpr_group_male,0.012987012987012988
high_cost,svm,none,inf,,4,group_size_female,132.0
high_cost,svm,none,inf,,4,group_size_male,136.0
high_cost,gradient_boosting,none,inf,,4,roc_auc,0.9547518923465096
high_cost,gradient_boosting,none,inf,,4,pr_auc,0.965260756167469
high_cost,gradient_boosting,none,inf,,4,accuracy,0.9365671641791045
high_cost,gradient_boosting,none,inf,,4,precision,0.9732142857142857
high_cost,gradient_boosting,none,inf,,4,recall,0.8861788617886179
high_cost,gradient_boosting,none,inf,,4,f1,0.9276595744680851
high_cost,gradient_boosting,none,inf,,4,macro_f1,0.9355905845762352
high_cost,gradient_boosting,none,inf,,4,brier,0.06166344635326148
high_cost,gradient_boosting,none,inf,,4,ece,0.05306909112070539
high_cost,gradient_boosting,none,inf,,4,threshold,0.6692454020100519
high_cost,gradient_boosting,none,inf,,4,demographic_parity_difference,0.05726381461675578
high_cost,gradient_boosting,none,inf,,4,equalized_odds_difference,0.016424751718869365
high_cost,gradient_boosting,none,inf,,4,tpr_group_female,0.890625
high_cost,gradient_boosting,none,inf,,4,tpr_group_male,0.8813559322033898
high_cost,gradient_boosting,none,inf,,4,fpr_group_female,0.029411764705882353
high_cost,gradient_boosting,none,inf,,4,fpr_group_male,0.012987012987012988
high_cost,gradient_boosting,none,inf,,4,group_size_female,132.0
high_cost,gradient_boosting,none,inf,,4,group_size_male,136.0
high_cost,neural,none,inf,,4,roc_auc,0.9518362769834595
high_cost,neural,none,inf,,4,pr_auc,0.9656412565525915
high_cost,neural,none,inf,,4,accuracy,0.9477611940298507
high_cost,neural,none,inf,,4,precision,0.9823008849557522
high_cost,neural,none,inf,,4,recall,0.9024390243902439
high_cost,neural,none,inf,,4,f1,0.940677966101695
high_cost,neural,none,inf,,4,macro_f1,0.9470056497175141
high_cost,neural,none,inf,,4,brier,0.05078764632344246
high_cost,neural,none,inf,,4,ece,0.029283800523783748
high_cost,neural,none,inf,,4,threshold,0.551468014717102
high_cost,neural,none,inf,,4,demographic_parity_difference,0.07976827094474154
high_cost,neural,none,inf,,4,equalized_odds_difference,0.040519067796610186
high_cost,neural,none,inf,,4,tpr_group_female,0.921875
high_cost,neural,none,inf,,4,tpr_group_male,0.8813559322033898
high_cost,neural,none,inf,,4,fpr_group_female,0.029411764705882353
high_cost,neural,none,inf,,4,fpr_group_male,0.0
high_cost,neural,none,inf,,4,group_size_female,132.0
high_cost,neural,none,inf,,4,group_size_male,136.0
high_cost,neural,none,inf,,4,mia_loss_threshold_auc,0.5086614241874738
high_cost,neural,none,inf,,4,mia_tpr_at_fpr_0.01,0.009345794392523364
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,roc_auc,0.9223997757218951
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,pr_auc,0.941937127226419
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,accuracy,0.9104477611940298
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,precision,0.9230769230769231
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,recall,0.8780487804878049
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,f1,0.9
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,macro_f1,0.9094594594594595
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,brier,0.08618442714214325
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,ece,0.06370488932029798
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,threshold,0.667891757572117
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,demographic_parity_difference,0.024286987522281644
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,equalized_odds_difference,0.08919022154316272
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,tpr_group_female,0.859375
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,tpr_group_male,0.8983050847457628
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,fpr_group_female,0.014705882352941176
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,fpr_group_male,0.1038961038961039
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,group_size_female,132.0
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,group_size_male,136.0
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,mia_loss_threshold_auc,0.4919771760357093
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,mia_tpr_at_fpr_0.01,0.009345794392523364
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,achieved_epsilon,0.4926042171759174
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,4,noise_multiplier,11.5625
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,roc_auc,0.9337258200168208
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,pr_auc,0.9569395310831436
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,accuracy,0.9365671641791045
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,precision,0.9732142857142857
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,recall,0.8861788617886179
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,f1,0.9276595744680851
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,macro_f1,0.9355905845762352
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,brier,0.06821132451295853
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,ece,0.09794241803243874
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,threshold,0.6515148264079837
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,demographic_parity_difference,0.04233511586452765
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,equalized_odds_difference,0.02330508474576276
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,tpr_group_female,0.875
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,tpr_group_male,0.8983050847457628
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,fpr_group_female,0.029411764705882353
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,fpr_group_male,0.012987012987012988
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,group_size_female,132.0
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,group_size_male,136.0
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,mia_loss_threshold_auc,0.4888190472869298
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,mia_tpr_at_fpr_0.01,0.015186915887850467
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,achieved_epsilon,1.9979365212033011
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,4,noise_multiplier,3.37890625
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,roc_auc,0.9359686010653211
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,pr_auc,0.9576274620332688
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,accuracy,0.9291044776119403
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,precision,0.9727272727272728
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,recall,0.8699186991869918
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,f1,0.9184549356223176
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,macro_f1,0.9278743324976275
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,brier,0.06590719521045685
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,ece,0.0930408234238875
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,threshold,0.6596420233573149
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,demographic_parity_difference,0.07196969696969696
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,equalized_odds_difference,0.04316737288135597
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,tpr_group_female,0.890625
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,tpr_group_male,0.847457627118644
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,fpr_group_female,0.029411764705882353
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,fpr_group_male,0.012987012987012988
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,group_size_female,132.0
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,group_size_male,136.0
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,mia_loss_threshold_auc,0.4883896812665644
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,mia_tpr_at_fpr_0.01,0.011682242990654205
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,achieved_epsilon,5.996399562124039
high_cost,dpsgd,dpsgd,5.996399562124039,1e-05,4,noise_multiplier,1.483154296875
smoker_with_charges_legacy,dummy,none,inf,,0,roc_auc,0.5
smoker_with_charges_legacy,dummy,none,inf,,0,pr_auc,0.20522388059701493
smoker_with_charges_legacy,dummy,none,inf,,0,accuracy,0.20522388059701493
smoker_with_charges_legacy,dummy,none,inf,,0,precision,0.20522388059701493
smoker_with_charges_legacy,dummy,none,inf,,0,recall,1.0
smoker_with_charges_legacy,dummy,none,inf,,0,f1,0.34055727554179566
smoker_with_charges_legacy,dummy,none,inf,,0,macro_f1,0.17027863777089783
smoker_with_charges_legacy,dummy,none,inf,,0,brier,0.16310765507122435
smoker_with_charges_legacy,dummy,none,inf,,0,ece,0.000784628260566328
smoker_with_charges_legacy,dummy,none,inf,,0,threshold,0.204439
smoker_with_charges_legacy,dummy,none,inf,,0,demographic_parity_difference,0.0
smoker_with_charges_legacy,dummy,none,inf,,0,equalized_odds_difference,0.0
smoker_with_charges_legacy,dummy,none,inf,,0,tpr_group_female,1.0
smoker_with_charges_legacy,dummy,none,inf,,0,tpr_group_male,1.0
smoker_with_charges_legacy,dummy,none,inf,,0,fpr_group_female,1.0
smoker_with_charges_legacy,dummy,none,inf,,0,fpr_group_male,1.0
smoker_with_charges_legacy,dummy,none,inf,,0,group_size_female,128.0
smoker_with_charges_legacy,dummy,none,inf,,0,group_size_male,140.0
smoker_with_charges_legacy,logistic,none,inf,,0,roc_auc,0.9930857874519846
smoker_with_charges_legacy,logistic,none,inf,,0,pr_auc,0.969004975082502
smoker_with_charges_legacy,logistic,none,inf,,0,accuracy,0.9813432835820896
smoker_with_charges_legacy,logistic,none,inf,,0,precision,0.9166666666666666
smoker_with_charges_legacy,logistic,none,inf,,0,recall,1.0
smoker_with_charges_legacy,logistic,none,inf,,0,f1,0.9565217391304348
smoker_with_charges_legacy,logistic,none,inf,,0,macro_f1,0.9723226272849324
smoker_with_charges_legacy,logistic,none,inf,,0,brier,0.027814061060978605
smoker_with_charges_legacy,logistic,none,inf,,0,ece,0.055933160743287996
smoker_with_charges_legacy,logistic,none,inf,,0,threshold,0.2534637839195992
smoker_with_charges_legacy,logistic,none,inf,,0,demographic_parity_difference,0.0546875
smoker_with_charges_legacy,logistic,none,inf,,0,equalized_odds_difference,0.009610298007406103
smoker_with_charges_legacy,logistic,none,inf,,0,tpr_group_female,1.0
smoker_with_charges_legacy,logistic,none,inf,,0,tpr_group_male,1.0
smoker_with_charges_legacy,logistic,none,inf,,0,fpr_group_female,0.02830188679245283
smoker_with_charges_legacy,logistic,none,inf,,0,fpr_group_male,0.018691588785046728
smoker_with_charges_legacy,logistic,none,inf,,0,group_size_female,128.0
smoker_with_charges_legacy,logistic,none,inf,,0,group_size_male,140.0
smoker_with_charges_legacy,svm,none,inf,,0,roc_auc,0.9927443448570209
smoker_with_charges_legacy,svm,none,inf,,0,pr_auc,0.9490729816262617
smoker_with_charges_legacy,svm,none,inf,,0,accuracy,0.9813432835820896
smoker_with_charges_legacy,svm,none,inf,,0,precision,0.9310344827586207
smoker_with_charges_legacy,svm,none,inf,,0,recall,0.9818181818181818
smoker_with_charges_legacy,svm,none,inf,,0,f1,0.9557522123893806
smoker_with_charges_legacy,svm,none,inf,,0,macro_f1,0.9719659407100567
smoker_with_charges_legacy,svm,none,inf,,0,brier,0.02061635862795103
smoker_with_charges_legacy,svm,none,inf,,0,ece,0.028955426883858104
smoker_with_charges_legacy,svm,none,inf,,0,threshold,0.38826239195979895
smoker_with_charges_legacy,svm,none,inf,,0,demographic_parity_difference,0.0703125
smoker_with_charges_legacy,svm,none,inf,,0,equalized_odds_difference,0.045454545454545414
smoker_with_charges_legacy,svm,none,inf,,0,tpr_group_female,0.9545454545454546
smoker_with_charges_legacy,svm,none,inf,,0,tpr_group_male,1.0
smoker_with_charges_legacy,svm,none,inf,,0,fpr_group_female,0.018867924528301886
smoker_with_charges_legacy,svm,none,inf,,0,fpr_group_male,0.018691588785046728
smoker_with_charges_legacy,svm,none,inf,,0,group_size_female,128.0
smoker_with_charges_legacy,svm,none,inf,,0,group_size_male,140.0
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,roc_auc,0.9947076397780623
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,pr_auc,0.9754184275584812
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,accuracy,0.9888059701492538
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,precision,0.9482758620689655
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,recall,1.0
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,f1,0.9734513274336283
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,macro_f1,0.9831795644260339
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,brier,0.024911764206137107
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,ece,0.0340917286273484
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,threshold,0.13451
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,demographic_parity_difference,0.055357142857142855
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,equalized_odds_difference,0.009522130135778522
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,tpr_group_female,1.0
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,tpr_group_male,1.0
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,fpr_group_female,0.018867924528301886
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,fpr_group_male,0.009345794392523364
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,group_size_female,128.0
smoker_with_charges_legacy,gradient_boosting,none,inf,,0,group_size_male,140.0
smoker_with_charges_legacy,neural,none,inf,,0,roc_auc,0.9940247545881349
smoker_with_charges_legacy,neural,none,inf,,0,pr_auc,0.9739794734060789
smoker_with_charges_legacy,neural,none,inf,,0,accuracy,0.9813432835820896
smoker_with_charges_legacy,neural,none,inf,,0,precision,0.9166666666666666
smoker_with_charges_legacy,neural,none,inf,,0,recall,1.0
smoker_with_charges_legacy,neural,none,inf,,0,f1,0.9565217391304348
smoker_with_charges_legacy,neural,none,inf,,0,macro_f1,0.9723226272849324
smoker_with_charges_legacy,neural,none,inf,,0,brier,0.020231766626238823
smoker_with_charges_legacy,neural,none,inf,,0,ece,0.02520670488878081
smoker_with_charges_legacy,neural,none,inf,,0,threshold,0.24397000670433044
smoker_with_charges_legacy,neural,none,inf,,0,demographic_parity_difference,0.0546875
smoker_with_charges_legacy,neural,none,inf,,0,equalized_odds_difference,0.009610298007406103
smoker_with_charges_legacy,neural,none,inf,,0,tpr_group_female,1.0
smoker_with_charges_legacy,neural,none,inf,,0,tpr_group_male,1.0
smoker_with_charges_legacy,neural,none,inf,,0,fpr_group_female,0.02830188679245283
smoker_with_charges_legacy,neural,none,inf,,0,fpr_group_male,0.018691588785046728
smoker_with_charges_legacy,neural,none,inf,,0,group_size_female,128.0
smoker_with_charges_legacy,neural,none,inf,,0,group_size_male,140.0
smoker_with_charges_legacy,neural,none,inf,,0,mia_loss_threshold_auc,0.5054357302273679
smoker_with_charges_legacy,neural,none,inf,,0,mia_tpr_at_fpr_0.01,0.0
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,roc_auc,0.9944515578318396
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,pr_auc,0.9759727147109266
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,accuracy,0.9738805970149254
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,precision,0.9
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,recall,0.9818181818181818
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,f1,0.9391304347826087
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,macro_f1,0.9612516781989053
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,brier,0.02126365713775158
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,ece,0.029951558501153806
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,threshold,0.42249287567546806
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,demographic_parity_difference,0.0546875
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,equalized_odds_difference,0.045454545454545414
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,tpr_group_female,0.9545454545454546
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,tpr_group_male,1.0
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,fpr_group_female,0.03773584905660377
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,fpr_group_male,0.018691588785046728
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,group_size_female,128.0
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,group_size_male,140.0
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,mia_loss_threshold_auc,0.4888125087180918
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,mia_tpr_at_fpr_0.01,0.005841121495327103
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,achieved_epsilon,0.4926042171759174
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,0,noise_multiplier,11.5625
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,roc_auc,0.993768672641912
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,pr_auc,0.9712715818553395
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,accuracy,0.9813432835820896
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,precision,0.9166666666666666
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,recall,1.0
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,f1,0.9565217391304348
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,macro_f1,0.9723226272849324
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,brier,0.02114475704729557
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,ece,0.04430658406413589
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,threshold,0.3471628069578115
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,demographic_parity_difference,0.0546875
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,equalized_odds_difference,0.009610298007406103
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,tpr_group_female,1.0
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,tpr_group_male,1.0
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,fpr_group_female,0.02830188679245283
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,fpr_group_male,0.018691588785046728
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,group_size_female,128.0
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,group_size_male,140.0
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,mia_loss_threshold_auc,0.4981190716975868
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,mia_tpr_at_fpr_0.01,0.018691588785046728
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,achieved_epsilon,1.9979365212033011
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,0,noise_multiplier,3.37890625
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,roc_auc,0.9927443448570209
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,pr_auc,0.9669767204270266
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,accuracy,0.9813432835820896
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,precision,0.9166666666666666
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,recall,1.0
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,f1,0.9565217391304348
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,macro_f1,0.9723226272849324
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,brier,0.023871898651123047
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,ece,0.04842597489800598
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,threshold,0.3784179283146878
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,demographic_parity_difference,0.0546875
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,equalized_odds_difference,0.009610298007406103
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,tpr_group_female,1.0
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,tpr_group_male,1.0
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,fpr_group_female,0.02830188679245283
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,fpr_group_male,0.018691588785046728
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,group_size_female,128.0
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,group_size_male,140.0
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,mia_loss_threshold_auc,0.4960703201283303
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,mia_tpr_at_fpr_0.01,0.007009345794392523
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,achieved_epsilon,5.996399562124039
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,0,noise_multiplier,1.483154296875
smoker_with_charges_legacy,dummy,none,inf,,1,roc_auc,0.5
smoker_with_charges_legacy,dummy,none,inf,,1,pr_auc,0.20522388059701493
smoker_with_charges_legacy,dummy,none,inf,,1,accuracy,0.20522388059701493
smoker_with_charges_legacy,dummy,none,inf,,1,precision,0.20522388059701493
smoker_with_charges_legacy,dummy,none,inf,,1,recall,1.0
smoker_with_charges_legacy,dummy,none,inf,,1,f1,0.34055727554179566
smoker_with_charges_legacy,dummy,none,inf,,1,macro_f1,0.17027863777089783
smoker_with_charges_legacy,dummy,none,inf,,1,brier,0.16310765507122435
smoker_with_charges_legacy,dummy,none,inf,,1,ece,0.000784628260566328
smoker_with_charges_legacy,dummy,none,inf,,1,threshold,0.204439
smoker_with_charges_legacy,dummy,none,inf,,1,demographic_parity_difference,0.0
smoker_with_charges_legacy,dummy,none,inf,,1,equalized_odds_difference,0.0
smoker_with_charges_legacy,dummy,none,inf,,1,tpr_group_female,1.0
smoker_with_charges_legacy,dummy,none,inf,,1,tpr_group_male,1.0
smoker_with_charges_legacy,dummy,none,inf,,1,fpr_group_female,1.0
smoker_with_charges_legacy,dummy,none,inf,,1,fpr_group_male,1.0
smoker_with_charges_legacy,dummy,none,inf,,1,group_size_female,141.0
smoker_with_charges_legacy,dummy,none,inf,,1,group_size_male,127.0
smoker_with_charges_legacy,logistic,none,inf,,1,roc_auc,0.9862569355527102
smoker_with_charges_legacy,logistic,none,inf,,1,pr_auc,0.937025285652985
smoker_with_charges_legacy,logistic,none,inf,,1,accuracy,0.9776119402985075
smoker_with_charges_legacy,logistic,none,inf,,1,precision,0.9016393442622951
smoker_with_charges_legacy,logistic,none,inf,,1,recall,1.0
smoker_with_charges_legacy,logistic,none,inf,,1,f1,0.9482758620689655
smoker_with_charges_legacy,logistic,none,inf,,1,macro_f1,0.9669950738916256
smoker_with_charges_legacy,logistic,none,inf,,1,brier,0.04239586045632295
smoker_with_charges_legacy,logistic,none,inf,,1,ece,0.0693914851355347
smoker_with_charges_legacy,logistic,none,inf,,1,threshold,0.33225468341709014
smoker_with_charges_legacy,logistic,none,inf,,1,demographic_parity_difference,0.031328530742167876
smoker_with_charges_legacy,logistic,none,inf,,1,equalized_odds_difference,0.03279416992534661
smoker_with_charges_legacy,logistic,none,inf,,1,tpr_group_female,1.0
smoker_with_charges_legacy,logistic,none,inf,,1,tpr_group_male,1.0
smoker_with_charges_legacy,logistic,none,inf,,1,fpr_group_female,0.04310344827586207
smoker_with_charges_legacy,logistic,none,inf,,1,fpr_group_male,0.010309278350515464
smoker_with_charges_legacy,logistic,none,inf,,1,group_size_female,141.0
smoker_with_charges_legacy,logistic,none,inf,,1,group_size_male,127.0
smoker_with_charges_legacy,svm,none,inf,,1,roc_auc,0.9832693128467777
smoker_with_charges_legacy,svm,none,inf,,1,pr_auc,0.8736935509664507
smoker_with_charges_legacy,svm,none,inf,,1,accuracy,0.9701492537313433
smoker_with_charges_legacy,svm,none,inf,,1,precision,0.873015873015873
smoker_with_charges_legacy,svm,none,inf,,1,recall,1.0
smoker_with_charges_legacy,svm,none,inf,,1,f1,0.9322033898305084
smoker_with_charges_legacy,svm,none,inf,,1,macro_f1,0.9565323169248237
smoker_with_charges_legacy,svm,none,inf,,1,brier,0.030541658185077394
smoker_with_charges_legacy,svm,none,inf,,1,ece,0.03925635211569857
smoker_with_charges_legacy,svm,none,inf,,1,threshold,0.13546994472361779
smoker_with_charges_legacy,svm,none,inf,,1,demographic_parity_difference,0.04707656223823084
smoker_with_charges_legacy,svm,none,inf,,1,equalized_odds_difference,0.012175613224315679
smoker_with_charges_legacy,svm,none,inf,,1,tpr_group_female,1.0
smoker_with_charges_legacy,svm,none,inf,,1,tpr_group_male,1.0
smoker_with_charges_legacy,svm,none,inf,,1,fpr_group_female,0.04310344827586207
smoker_with_charges_legacy,svm,none,inf,,1,fpr_group_male,0.030927835051546393
smoker_with_charges_legacy,svm,none,inf,,1,group_size_female,141.0
smoker_with_charges_legacy,svm,none,inf,,1,group_size_male,127.0
smoker_with_charges_legacy,gradient_boosting,none,inf,,1,roc_auc,0.992744344857021
smoker_with_charges_legacy,gradient_boosting,none,inf,,1,pr_auc,0.9636295339923642
