task,model,privacy_mechanism,epsilon,delta,seed,metric,value
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,accuracy,0.9664179104477612
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,precision,0.8709677419354839
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,recall,0.9818181818181818
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,f1,0.9230769230769231
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,macro_f1,0.9507986047365522
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,brier,0.032256171107292175
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,ece,0.0494996164241918
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,threshold,0.36434080942192254
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,demographic_parity_difference,0.03219315895372235
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,equalized_odds_difference,0.040000000000000036
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,tpr_group_female,0.96
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,tpr_group_male,1.0
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,fpr_group_female,0.0297029702970297
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,fpr_group_male,0.044642857142857144
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,group_size_female,126.0
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,group_size_male,142.0
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,mia_loss_threshold_auc,0.5157100013948948
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,mia_tpr_at_fpr_0.01,0.007009345794392523
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,achieved_epsilon,5.996399562124039
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,2,noise_multiplier,1.483154296875
smoker_with_charges_legacy,dummy,none,inf,,3,roc_auc,0.5
smoker_with_charges_legacy,dummy,none,inf,,3,pr_auc,0.20522388059701493
smoker_with_charges_legacy,dummy,none,inf,,3,accuracy,0.20522388059701493
smoker_with_charges_legacy,dummy,none,inf,,3,precision,0.20522388059701493
smoker_with_charges_legacy,dummy,none,inf,,3,recall,1.0
smoker_with_charges_legacy,dummy,none,inf,,3,f1,0.34055727554179566
smoker_with_charges_legacy,dummy,none,inf,,3,macro_f1,0.17027863777089783
smoker_with_charges_legacy,dummy,none,inf,,3,brier,0.16310765507122435
smoker_with_charges_legacy,dummy,none,inf,,3,ece,0.000784628260566328
smoker_with_charges_legacy,dummy,none,inf,,3,threshold,0.204439
smoker_with_charges_legacy,dummy,none,inf,,3,demographic_parity_difference,0.0
smoker_with_charges_legacy,dummy,none,inf,,3,equalized_odds_difference,0.0
smoker_with_charges_legacy,dummy,none,inf,,3,tpr_group_female,1.0
smoker_with_charges_legacy,dummy,none,inf,,3,tpr_group_male,1.0
smoker_with_charges_legacy,dummy,none,inf,,3,fpr_group_female,1.0
smoker_with_charges_legacy,dummy,none,inf,,3,fpr_group_male,1.0
smoker_with_charges_legacy,dummy,none,inf,,3,group_size_female,138.0
smoker_with_charges_legacy,dummy,none,inf,,3,group_size_male,130.0
smoker_with_charges_legacy,logistic,none,inf,,3,roc_auc,0.9769526248399487
smoker_with_charges_legacy,logistic,none,inf,,3,pr_auc,0.8899603675807515
smoker_with_charges_legacy,logistic,none,inf,,3,accuracy,0.9552238805970149
smoker_with_charges_legacy,logistic,none,inf,,3,precision,0.8208955223880597
smoker_with_charges_legacy,logistic,none,inf,,3,recall,1.0
smoker_with_charges_legacy,logistic,none,inf,,3,f1,0.9016393442622951
smoker_with_charges_legacy,logistic,none,inf,,3,macro_f1,0.9363269185079591
smoker_with_charges_legacy,logistic,none,inf,,3,brier,0.046324293663387237
smoker_with_charges_legacy,logistic,none,inf,,3,ece,0.06065674580708921
smoker_with_charges_legacy,logistic,none,inf,,3,threshold,0.3367552211055274
smoker_with_charges_legacy,logistic,none,inf,,3,demographic_parity_difference,0.06722408026755852
smoker_with_charges_legacy,logistic,none,inf,,3,equalized_odds_difference,0.025752212389380538
smoker_with_charges_legacy,logistic,none,inf,,3,tpr_group_female,1.0
smoker_with_charges_legacy,logistic,none,inf,,3,tpr_group_male,1.0
smoker_with_charges_legacy,logistic,none,inf,,3,fpr_group_female,0.04424778761061947
smoker_with_charges_legacy,logistic,none,inf,,3,fpr_group_male,0.07
smoker_with_charges_legacy,logistic,none,inf,,3,group_size_female,138.0
smoker_with_charges_legacy,logistic,none,inf,,3,group_size_male,130.0
smoker_with_charges_legacy,svm,none,inf,,3,roc_auc,0.9682458386683739
smoker_with_charges_legacy,svm,none,inf,,3,pr_auc,0.7580573758604469
smoker_with_charges_legacy,svm,none,inf,,3,accuracy,0.9440298507462687
smoker_with_charges_legacy,svm,none,inf,,3,precision,0.803030303030303
smoker_with_charges_legacy,svm,none,inf,,3,recall,0.9636363636363636
smoker_with_charges_legacy,svm,none,inf,,3,f1,0.8760330578512396
smoker_with_charges_legacy,svm,none,inf,,3,macro_f1,0.9199442397689933
smoker_with_charges_legacy,svm,none,inf,,3,brier,0.04427831221397141
smoker_with_charges_legacy,svm,none,inf,,3,ece,0.02484091142955763
smoker_with_charges_legacy,svm,none,inf,,3,threshold,0.33804152763819084
smoker_with_charges_legacy,svm,none,inf,,3,demographic_parity_difference,0.07447045707915273
smoker_with_charges_legacy,svm,none,inf,,3,equalized_odds_difference,0.03575221238938053
smoker_with_charges_legacy,svm,none,inf,,3,tpr_group_female,0.96
smoker_with_charges_legacy,svm,none,inf,,3,tpr_group_male,0.9666666666666667
smoker_with_charges_legacy,svm,none,inf,,3,fpr_group_female,0.04424778761061947
smoker_with_charges_legacy,svm,none,inf,,3,fpr_group_male,0.08
smoker_with_charges_legacy,svm,none,inf,,3,group_size_female,138.0
smoker_with_charges_legacy,svm,none,inf,,3,group_size_male,130.0
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,roc_auc,0.9918053777208706
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,pr_auc,0.9683654943395998
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,accuracy,0.9477611940298507
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,precision,0.8059701492537313
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,recall,0.9818181818181818
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,f1,0.8852459016393442
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,macro_f1,0.9257147382592856
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,brier,0.030340754856399168
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,ece,0.029493938443126207
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,threshold,0.017654
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,demographic_parity_difference,0.06722408026755852
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,equalized_odds_difference,0.040000000000000036
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,tpr_group_female,0.96
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,tpr_group_male,1.0
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,fpr_group_female,0.05309734513274336
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,fpr_group_male,0.07
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,group_size_female,138.0
smoker_with_charges_legacy,gradient_boosting,none,inf,,3,group_size_male,130.0
smoker_with_charges_legacy,neural,none,inf,,3,roc_auc,0.9751600512163893
smoker_with_charges_legacy,neural,none,inf,,3,pr_auc,0.8790977263580305
smoker_with_charges_legacy,neural,none,inf,,3,accuracy,0.9440298507462687
smoker_with_charges_legacy,neural,none,inf,,3,precision,0.8125
smoker_with_charges_legacy,neural,none,inf,,3,recall,0.9454545454545454
smoker_with_charges_legacy,neural,none,inf,,3,f1,0.8739495798319328
smoker_with_charges_legacy,neural,none,inf,,3,macro_f1,0.918989178405175
smoker_with_charges_legacy,neural,none,inf,,3,brier,0.046378977596759796
smoker_with_charges_legacy,neural,none,inf,,3,ece,0.0450974451524776
smoker_with_charges_legacy,neural,none,inf,,3,threshold,0.4166330099105835
smoker_with_charges_legacy,neural,none,inf,,3,demographic_parity_difference,0.07402452619843924
smoker_with_charges_legacy,neural,none,inf,,3,equalized_odds_difference,0.046666666666666634
smoker_with_charges_legacy,neural,none,inf,,3,tpr_group_female,0.92
smoker_with_charges_legacy,neural,none,inf,,3,tpr_group_male,0.9666666666666667
smoker_with_charges_legacy,neural,none,inf,,3,fpr_group_female,0.04424778761061947
smoker_with_charges_legacy,neural,none,inf,,3,fpr_group_male,0.07
smoker_with_charges_legacy,neural,none,inf,,3,group_size_female,138.0
smoker_with_charges_legacy,neural,none,inf,,3,group_size_male,130.0
smoker_with_charges_legacy,neural,none,inf,,3,mia_loss_threshold_auc,0.522198441205189
smoker_with_charges_legacy,neural,none,inf,,3,mia_tpr_at_fpr_0.01,0.0
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,roc_auc,0.9725992317541613
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,pr_auc,0.9029011497644772
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,accuracy,0.914179104477612
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,precision,0.7758620689655172
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,recall,0.8181818181818182
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,f1,0.7964601769911505
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,macro_f1,0.8710433272662608
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,brier,0.0677606388926506
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,ece,0.06569823266628232
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,threshold,0.24794972160054185
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,demographic_parity_difference,0.04280936454849499
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,equalized_odds_difference,0.033333333333333326
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,tpr_group_female,0.8
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,tpr_group_male,0.8333333333333334
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,fpr_group_female,0.061946902654867256
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,fpr_group_male,0.06
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,group_size_female,138.0
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,group_size_male,130.0
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,mia_loss_threshold_auc,0.513266756172409
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,mia_tpr_at_fpr_0.01,0.015186915887850467
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,achieved_epsilon,0.4926042171759174
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,3,noise_multiplier,11.5625
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,roc_auc,0.9783183952198037
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,pr_auc,0.9134110758801632
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,accuracy,0.9477611940298507
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,precision,0.8059701492537313
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,recall,0.9818181818181818
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,f1,0.8852459016393442
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,macro_f1,0.9257147382592856
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,brier,0.04816420376300812
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,ece,0.05460971067604174
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,threshold,0.521415781884936
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,demographic_parity_difference,0.06722408026755852
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,equalized_odds_difference,0.040000000000000036
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,tpr_group_female,0.96
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,tpr_group_male,1.0
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,fpr_group_female,0.05309734513274336
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,fpr_group_male,0.07
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,group_size_female,138.0
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,group_size_male,130.0
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,mia_loss_threshold_auc,0.5253718266145906
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,mia_tpr_at_fpr_0.01,0.012850467289719626
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,achieved_epsilon,1.9979365212033011
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,3,noise_multiplier,3.37890625
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,roc_auc,0.9787451984635083
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,pr_auc,0.9149454489469373
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,accuracy,0.9440298507462687
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,precision,0.7857142857142857
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,recall,1.0
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,f1,0.88
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,macro_f1,0.9217518248175183
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,brier,0.04793354868888855
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,ece,0.04675946044103309
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,threshold,0.4198388887110686
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,demographic_parity_difference,0.06042363433667783
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,equalized_odds_difference,0.018053097345132746
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,tpr_group_female,1.0
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,tpr_group_male,1.0
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,fpr_group_female,0.061946902654867256
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,fpr_group_male,0.08
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,group_size_female,138.0
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,group_size_male,130.0
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,mia_loss_threshold_auc,0.527274550146464
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,mia_tpr_at_fpr_0.01,0.010514018691588784
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,achieved_epsilon,5.996399562124039
smoker_with_charges_legacy,dpsgd,dpsgd,5.996399562124039,1e-05,3,noise_multiplier,1.483154296875
smoker_with_charges_legacy,dummy,none,inf,,4,roc_auc,0.5
smoker_with_charges_legacy,dummy,none,inf,,4,pr_auc,0.20522388059701493
smoker_with_charges_legacy,dummy,none,inf,,4,accuracy,0.20522388059701493
smoker_with_charges_legacy,dummy,none,inf,,4,precision,0.20522388059701493
smoker_with_charges_legacy,dummy,none,inf,,4,recall,1.0
smoker_with_charges_legacy,dummy,none,inf,,4,f1,0.34055727554179566
smoker_with_charges_legacy,dummy,none,inf,,4,macro_f1,0.17027863777089783
smoker_with_charges_legacy,dummy,none,inf,,4,brier,0.16310765507122435
smoker_with_charges_legacy,dummy,none,inf,,4,ece,0.000784628260566328
smoker_with_charges_legacy,dummy,none,inf,,4,threshold,0.204439
smoker_with_charges_legacy,dummy,none,inf,,4,demographic_parity_difference,0.0
smoker_with_charges_legacy,dummy,none,inf,,4,equalized_odds_difference,0.0
smoker_with_charges_legacy,dummy,none,inf,,4,tpr_group_female,1.0
smoker_with_charges_legacy,dummy,none,inf,,4,tpr_group_male,1.0
smoker_with_charges_legacy,dummy,none,inf,,4,fpr_group_female,1.0
smoker_with_charges_legacy,dummy,none,inf,,4,fpr_group_male,1.0
smoker_with_charges_legacy,dummy,none,inf,,4,group_size_female,132.0
smoker_with_charges_legacy,dummy,none,inf,,4,group_size_male,136.0
smoker_with_charges_legacy,logistic,none,inf,,4,roc_auc,0.9879641485275289
smoker_with_charges_legacy,logistic,none,inf,,4,pr_auc,0.9443398851382845
smoker_with_charges_legacy,logistic,none,inf,,4,accuracy,0.9738805970149254
smoker_with_charges_legacy,logistic,none,inf,,4,precision,0.8870967741935484
smoker_with_charges_legacy,logistic,none,inf,,4,recall,1.0
smoker_with_charges_legacy,logistic,none,inf,,4,f1,0.9401709401709402
smoker_with_charges_legacy,logistic,none,inf,,4,macro_f1,0.9617322481284295
smoker_with_charges_legacy,logistic,none,inf,,4,brier,0.03218587596310311
smoker_with_charges_legacy,logistic,none,inf,,4,ece,0.04918006344617342
smoker_with_charges_legacy,logistic,none,inf,,4,threshold,0.3046800351758812
smoker_with_charges_legacy,logistic,none,inf,,4,demographic_parity_difference,0.03787878787878787
smoker_with_charges_legacy,logistic,none,inf,,4,equalized_odds_difference,0.008465608465608464
smoker_with_charges_legacy,logistic,none,inf,,4,tpr_group_female,1.0
smoker_with_charges_legacy,logistic,none,inf,,4,tpr_group_male,1.0
smoker_with_charges_legacy,logistic,none,inf,,4,fpr_group_female,0.037037037037037035
smoker_with_charges_legacy,logistic,none,inf,,4,fpr_group_male,0.02857142857142857
smoker_with_charges_legacy,logistic,none,inf,,4,group_size_female,132.0
smoker_with_charges_legacy,logistic,none,inf,,4,group_size_male,136.0
smoker_with_charges_legacy,svm,none,inf,,4,roc_auc,0.9837814767392232
smoker_with_charges_legacy,svm,none,inf,,4,pr_auc,0.8831159978884997
smoker_with_charges_legacy,svm,none,inf,,4,accuracy,0.9664179104477612
smoker_with_charges_legacy,svm,none,inf,,4,precision,0.8709677419354839
smoker_with_charges_legacy,svm,none,inf,,4,recall,0.9818181818181818
smoker_with_charges_legacy,svm,none,inf,,4,f1,0.9230769230769231
smoker_with_charges_legacy,svm,none,inf,,4,macro_f1,0.9507986047365522
smoker_with_charges_legacy,svm,none,inf,,4,brier,0.03043786748597845
smoker_with_charges_legacy,svm,none,inf,,4,ece,0.02610955829111149
smoker_with_charges_legacy,svm,none,inf,,4,threshold,0.19505346733668402
smoker_with_charges_legacy,svm,none,inf,,4,demographic_parity_difference,0.022950089126559714
smoker_with_charges_legacy,svm,none,inf,,4,equalized_odds_difference,0.032258064516129004
smoker_with_charges_legacy,svm,none,inf,,4,tpr_group_female,1.0
smoker_with_charges_legacy,svm,none,inf,,4,tpr_group_male,0.967741935483871
smoker_with_charges_legacy,svm,none,inf,,4,fpr_group_female,0.046296296296296294
smoker_with_charges_legacy,svm,none,inf,,4,fpr_group_male,0.02857142857142857
smoker_with_charges_legacy,svm,none,inf,,4,group_size_female,132.0
smoker_with_charges_legacy,svm,none,inf,,4,group_size_male,136.0
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,roc_auc,0.99265898420828
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,pr_auc,0.9687048834816646
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,accuracy,0.9701492537313433
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,precision,0.9122807017543859
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,recall,0.9454545454545454
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,f1,0.9285714285714286
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,macro_f1,0.9548517520215634
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,brier,0.028396019479678986
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,ece,0.030020513041501058
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,threshold,0.215969
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,demographic_parity_difference,0.016042780748663082
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,equalized_odds_difference,0.02751322751322751
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,tpr_group_female,0.9583333333333334
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,tpr_group_male,0.9354838709677419
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,fpr_group_female,0.037037037037037035
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,fpr_group_male,0.009523809523809525
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,group_size_female,132.0
smoker_with_charges_legacy,gradient_boosting,none,inf,,4,group_size_male,136.0
smoker_with_charges_legacy,neural,none,inf,,4,roc_auc,0.9883909517712335
smoker_with_charges_legacy,neural,none,inf,,4,pr_auc,0.9467324572088139
smoker_with_charges_legacy,neural,none,inf,,4,accuracy,0.9701492537313433
smoker_with_charges_legacy,neural,none,inf,,4,precision,0.873015873015873
smoker_with_charges_legacy,neural,none,inf,,4,recall,1.0
smoker_with_charges_legacy,neural,none,inf,,4,f1,0.9322033898305084
smoker_with_charges_legacy,neural,none,inf,,4,macro_f1,0.9565323169248237
smoker_with_charges_legacy,neural,none,inf,,4,brier,0.032980144023895264
smoker_with_charges_legacy,neural,none,inf,,4,ece,0.06490642299131515
smoker_with_charges_legacy,neural,none,inf,,4,threshold,0.3874831500664435
smoker_with_charges_legacy,neural,none,inf,,4,demographic_parity_difference,0.030303030303030304
smoker_with_charges_legacy,neural,none,inf,,4,equalized_odds_difference,0.017724867724867723
smoker_with_charges_legacy,neural,none,inf,,4,tpr_group_female,1.0
smoker_with_charges_legacy,neural,none,inf,,4,tpr_group_male,1.0
smoker_with_charges_legacy,neural,none,inf,,4,fpr_group_female,0.046296296296296294
smoker_with_charges_legacy,neural,none,inf,,4,fpr_group_male,0.02857142857142857
smoker_with_charges_legacy,neural,none,inf,,4,group_size_female,132.0
smoker_with_charges_legacy,neural,none,inf,,4,group_size_male,136.0
smoker_with_charges_legacy,neural,none,inf,,4,mia_loss_threshold_auc,0.48498526642488493
smoker_with_charges_legacy,neural,none,inf,,4,mia_tpr_at_fpr_0.01,0.0011682242990654205
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,roc_auc,0.9860862142552284
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,pr_auc,0.9386233369014505
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,accuracy,0.9477611940298507
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,precision,0.8596491228070176
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,recall,0.8909090909090909
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,f1,0.875
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,macro_f1,0.9209905660377358
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,brier,0.05116014555096626
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,ece,0.052896485288325745
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,threshold,0.2018788861269931
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,demographic_parity_difference,0.06082887700534759
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,equalized_odds_difference,0.17607526881720437
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,tpr_group_female,0.7916666666666666
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,tpr_group_male,0.967741935483871
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,fpr_group_female,0.046296296296296294
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,fpr_group_male,0.02857142857142857
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,group_size_female,132.0
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,group_size_male,136.0
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,mia_loss_threshold_auc,0.47917029920491006
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,mia_tpr_at_fpr_0.01,0.005841121495327103
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,achieved_epsilon,0.4926042171759174
smoker_with_charges_legacy,dpsgd,dpsgd,0.4926042171759174,1e-05,4,noise_multiplier,11.5625
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,4,roc_auc,0.988903115663679
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,4,pr_auc,0.9502001234367099
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,4,accuracy,0.9701492537313433
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,4,precision,0.873015873015873
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,4,recall,1.0
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,4,f1,0.9322033898305084
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,4,macro_f1,0.9565323169248237
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,4,brier,0.03188148885965347
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,4,ece,0.04251072216217848
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,4,threshold,0.32650849777250535
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,4,demographic_parity_difference,0.045231729055258435
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,4,equalized_odds_difference,0.0010582010582010637
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,4,tpr_group_female,1.0
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,4,tpr_group_male,1.0
smoker_with_charges_legacy,dpsgd,dpsgd,1.9979365212033011,1e-05,4,fpr_group_female,0.037037037037037035
