task,model,privacy_mechanism,epsilon,delta,metric,mean,std,ci_lower,ci_upper,n_runs,method
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,threshold,0.47735019937232526,0.17224896675647092,0.26347485862301834,0.6912255401216322,5,repeated_seed_t
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,tpr_group_female,0.8798212042920813,0.06048970930729762,0.8047133099833987,0.9549290986007639,5,repeated_seed_t
high_cost,dpsgd,dpsgd,0.4926042171759174,1e-05,tpr_group_male,0.8422938188237215,0.046532669933474324,0.7845158778270276,0.9000717598204153,5,repeated_seed_t
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,accuracy,0.914179104477612,0.025169286498567256,0.8829273075718649,0.9454309013833591,5,repeated_seed_t
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,achieved_epsilon,1.997936521203301,2.482534153247273e-16,1.9979365212033007,1.9979365212033011,5,repeated_seed_t
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,brier,0.07096639797091484,0.016515407452117964,0.0504598111219538,0.09147298481987587,5,repeated_seed_t
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,demographic_parity_difference,0.04736166708217905,0.030766833193926233,0.009159597966540318,0.08556373619781779,5,repeated_seed_t
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,ece,0.07932562768635679,0.02021005459228422,0.05423153049738482,0.10441972487532875,5,repeated_seed_t
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,equalized_odds_difference,0.10036838256502723,0.06878774739860313,0.014957113102647093,0.18577965202740737,5,repeated_seed_t
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,f1,0.909701766722592,0.023590369112537552,0.880410454691216,0.9389930787539679,5,repeated_seed_t
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,fpr_group_female,0.043487916776248504,0.04841625129842042,-0.016628799388986384,0.1036046329414834,5,repeated_seed_t
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,fpr_group_male,0.042450820836018484,0.04346484829965433,-0.011517916485050385,0.09641955815708736,5,repeated_seed_t
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,group_size_female,130.4,7.602631123499284,120.96008664232751,139.83991335767251,5,repeated_seed_t
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,group_size_male,137.6,7.602631123499284,128.16008664232749,147.0399133576725,5,repeated_seed_t
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,macro_f1,0.9134746948271601,0.025026934516311307,0.8823996512528532,0.944549738401467,5,repeated_seed_t
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,mia_loss_threshold_auc,0.4890278455851583,0.0186369878861417,0.4658869686919765,0.5121687224783401,5,repeated_seed_t
high_cost,dpsgd,dpsgd,1.9979365212033011,1e-05,mia_tpr_at_fpr_0.01,0.010514018691588784,0.0077930280748401476,0.0008376962940685843,0.020190341089108985,5,repeated_seed_t
